Date,COHU,BELFA,PSEC,CREG,PZZA,CCBG,SBFG,VRTX,DCOM,AZN,SCSC,LXRX,SILC,KLAC,XRX,CLRB,DJCO,UCTT,BCRX,FSFG,CDZI,LAMR,COKE,EGBN,WNEB,NTAP,ASPS,WDFC,AMAT,TXMD,CCEP,AGEN,USAU,UTSI,LTRX,AMSF,HURC,MEOH,ICCC,OSUR,LPSN,CPHC,CRAI,CHCO,GGAL,KALU,ADBE,BIIB,TTMI,UG,MZTI,WILC,OXSQ,LMNR,DPZ,CDNS,HCSG,CMCT,ANGO,ILMN,DSWL,SENEA,MYGN,PRGS,KTCC,SPNS,ELSE,JKHY,SUNE,TENX,NTWK,VECO,SHEN,ASUR,IAC,IBCP,CINF,GEN,NDAQ,SSBI,ASYS,BBGI,ALKS,GLRE,GILT,FCNCA,UBCP,ORKA,BKNG,EXPE,RGP,ISSC,CLMB,PAMT,IBIO,NWPX,ESEA,CSGP,AMGN,WSFS,XRAY,OMAB,TWIN,FBIZ,MGYR,NOTV,CPRT,BJRI,CAMT,APYX,RBCAA,FLEX,HBCP,CLDX,FTFT,PRTS,TMUS,NSYS,NTIC,SNEX,RMTI,LWAY,DGLY,TBRG,ALLT,INO,SBRA,MNKD,MNRO,ITRN,CASI,EXPO,WTBA,MLAB,SEIC,TRMB,NBIX,NDSN,OLED,FUNC,CPRX,MDLZ,CVLT,APEI,GIII,HOFT,FBNC,AMZN,JACK,CORT,RDNT,DXR,KG,UNB,CWST,PLUR,HAIN,KLIC,APA,CBAN,SMBC,CSQ,MITK,ADP,DXCM,GT,MGEE,GSBC,VOD,CSCO,GME,AMC,BB,NOK,BBBY,SPCE,GOEV,WKHS,CLOV,SOFI,PLTR,LCID,BABA,JD,PDD,BIDU,NIO,XPEV,LI,TAL,EDU,MSTR,COIN,RIOT,MARA,HUT
2010-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,12.009973526000977,16.026287078857422,1.7878870964050293,4100.0,9.393353462219238,10.46563720703125,4.586924076080322,44.2400016784668,13.646541595458984,12.797750473022461,27.290000915527344,12.109999656677246,7.535513877868652,20.881765365600586,10.618310928344727,269892000.0,59.20000076293945,7.340000152587891,6.800000190734863,2.682985305786133,12.029999732971191,18.304962158203125,4.5812273025512695,7.370020389556885,4.961490154266357,25.22734832763672,158.9493408203125,24.264802932739258,11.027140617370605,7500.0,7.128196716308594,75.36801147460938,2764.800048828125,27.84000015258789,3.240000009536743,7.395267486572266,13.175702095031738,14.680879592895508,3.6500000953674316,5.289999961853027,105.0,5.682159900665283,24.23590660095215,19.269832611083984,4.317026615142822,27.622838973999023,37.09000015258789,53.63999938964844,11.729999542236328,5.140151023864746,32.723934173583984,4.630158424377441,0.6958208084106445,11.57984447479248,6.927221298217773,6.119999885559082,9.661940574645996,365.76715087890625,16.25,29.717899322509766,1.536314606666565,24.010000228881836,26.65999984741211,17.546627044677734,3.9000000953674316,1.139259934425354,3.120637893676758,19.408761978149414,2846515.75,3596800.0,10.699999809265137,33.9900016784668,5.552313804626465,1.8266669511795044,3.3991141319274902,5.014631271362305,15.56724739074707,6.611465930938721,5.420657157897949,2.0850374698638916,11.029999732971191,53.672401428222656,9.710000038146973,23.969999313354492,4.049646854400635,158.3544158935547,3.7408995628356934,16003.5283203125,220.3544464111328,33.73957824707031,13.150834083557129,2.7267842292785645,4.4044718742370605,2.1976749897003174,4500.0,27.719999313354492,158.6184844970703,4.224999904632568,39.311668395996094,7.279355049133301,29.50413703918457,6.201737403869629,9.687810897827148,3.3269708156585693,3.0154080390930176,1.0499999523162842,2.275624990463257,18.243988037109375,2.492964506149292,,12.912216186523438,5.546345233917236,9.679146766662598,70.6500015258789,1660.0,5.260000228881836,12.759403228759766,3.200000047683716,3.6861815452575684,6.635556221008301,85.69000244140625,11.880977630615234,2774311.25,32.851375579833984,4.110000133514404,52.79999923706055,7.593292713165283,44.95000076293945,16.694887161254883,6.269832134246826,91.30000305175781,6.153221130371094,2.8280439376831055,23.627239227294922,14.540223121643066,12.824999809265137,2.690000057220459,26.594507217407227,12.028813362121582,4.530445098876953,0.6100000143051147,12.49306583404541,24.239999771118164,34.79999923706055,10.760631561279297,7.574586868286133,10.392684936523438,6.695000171661377,15.810491561889648,2.7799999713897705,2.119999885559082,10.055622100830078,101.76019287109375,8.55135440826416,4.349999904632568,92.80000305175781,8.694999694824219,4.789093971252441,78.02684020996094,3.5792670249938965,4.348570346832275,2.411696195602417,0.8100000023841858,25.73246192932129,2.140000104904175,13.173115730285645,16.03866958618164,14.003549575805664,8.649004936218262,15.975700378417969,3.8546435832977295,,65.93000030517578,7.927153587341309,13.710000038146973,,,,,,,,,,,41.00299835205078,,,,,17.461713790893555,9.616000175476074,,,,
2010-01-05,11.514716148376465,15.703946113586426,1.8012958765029907,4050.0,9.48493766784668,9.961540222167969,4.579909801483154,42.779998779296875,13.420607566833496,12.538604736328125,27.65999984741211,12.949999809265137,7.937175750732422,20.649869918823242,10.630619049072266,248778000.0,61.0,7.349999904632568,7.349999904632568,2.611097812652588,12.130000114440918,18.752248764038086,4.465816974639893,7.284817695617676,4.8668718338012695,24.78462791442871,164.7279510498047,23.69703483581543,10.942316055297852,7500.0,7.177768230438232,74.19038391113281,2966.39990234375,27.0,3.299999952316284,7.177760124206543,13.784202575683594,14.793706893920898,3.6600000858306885,5.099999904632568,106.19999694824219,5.577826976776123,23.25006866455078,18.181304931640625,4.466147422790527,26.882200241088867,37.70000076293945,53.380001068115234,11.619999885559082,5.184848308563232,33.04527282714844,4.4854655265808105,0.6878882646560669,12.223261833190918,6.9910664558410645,6.059999942779541,9.71184253692627,361.4300842285156,15.960000038146973,29.523345947265625,1.5820609331130981,23.239999771118164,26.56999969482422,17.783348083496094,3.9600000381469727,1.1401066780090332,3.268825054168701,19.099510192871094,2810104.5,3456000.0,10.600000381469727,35.130001068115234,5.139659881591797,1.8333330154418945,3.4736926555633545,5.083324432373047,15.57311725616455,6.575530529022217,5.436728000640869,2.05302095413208,11.020000457763672,52.13889694213867,9.6899995803833,24.049999237060547,4.18900728225708,162.3310089111328,3.9470231533050537,15808.36328125,222.91256713867188,33.88331604003906,13.13858413696289,2.6668546199798584,4.410012722015381,2.1580586433410645,4500.0,27.829999923706055,163.2723846435547,4.244999885559082,38.97114562988281,7.130568981170654,29.153400421142578,6.229078769683838,9.617987632751465,3.2926716804504395,2.7515602111816406,1.0800000429153442,2.2750000953674316,18.44831657409668,2.5671048164367676,,11.82774543762207,5.493595123291016,9.522143363952637,68.4000015258789,1740.0,5.110000133514404,12.791419982910156,3.0999999046325684,3.7210800647735596,6.493332862854004,85.02999877929688,11.851324081420898,2707113.25,33.026153564453125,4.130000114440918,56.15999984741211,7.699664115905762,39.599998474121094,16.630521774291992,6.427052974700928,94.5999984741211,5.9361491203308105,2.8055546283721924,23.627239227294922,14.5645112991333,12.760000228881836,2.609999895095825,26.560760498046875,12.814946174621582,4.56877326965332,0.6200000047683716,13.103370666503906,23.940000534057617,33.86000061035156,10.611109733581543,7.515175819396973,9.875922203063965,6.734499931335449,15.850836753845215,2.859999895095825,2.0999999046325684,10.030336380004883,100.67041015625,8.55135440826416,4.300000190734863,84.80000305175781,8.694999694824219,4.780369281768799,78.94808197021484,3.3804190158843994,4.510721206665039,2.4198436737060547,0.8199999928474426,25.594276428222656,2.172499895095825,14.028166770935059,15.563285827636719,13.344261169433594,8.585603713989258,15.904522895812988,3.95900559425354,,65.80000305175781,7.867773532867432,13.8100004196167,,,,,,,,,,,40.59000015258789,,,,,17.788902282714844,9.784000396728516,,,,
2010-01-06,11.093746185302734,15.778321266174316,1.8236438035964966,4020.0,9.492905616760254,9.826112747192383,4.6149773597717285,42.029998779296875,12.669371604919434,12.438729286193848,27.93000030517578,13.020000457763672,7.9284443855285645,20.570680618286133,10.532182693481445,223992000.0,59.5,7.349999904632568,7.46999979019165,2.6804189682006836,11.960000038146973,19.131601333618164,4.483768939971924,7.135713577270508,4.778167247772217,24.607540130615234,174.4090118408203,23.64432716369629,10.919182777404785,6850.0,7.16785192489624,73.01275634765625,2995.199951171875,27.1200008392334,3.180000066757202,7.0956830978393555,14.13071060180664,15.393073081970215,3.9100000858306885,4.940000057220459,106.80000305175781,5.617954730987549,22.569578170776367,18.110698699951172,4.197731971740723,27.648605346679688,37.619998931884766,53.43000030517578,11.420000076293945,5.1312127113342285,33.16332244873047,4.384181022644043,0.6878882646560669,11.57984447479248,7.190581798553467,6.130000114440918,9.906889915466309,359.02056884765625,16.700000762939453,31.3424129486084,1.5744365453720093,23.760000228881836,26.920000076293945,17.653162002563477,3.880000114440918,1.139259934425354,3.2078068256378174,19.06696891784668,2728714.0,3232000.0,10.5,34.720001220703125,4.711133003234863,1.7400000095367432,3.445519208908081,5.014631271362305,15.608365058898926,6.5970940589904785,5.434049606323242,2.0810346603393555,10.979999542236328,47.69175720214844,10.109999656677246,23.899999618530273,4.2463908195495605,167.35060119628906,3.76721453666687,15808.36328125,215.55300903320312,32.14536666870117,13.254914283752441,2.6788408756256104,4.35460901260376,2.145548105239868,4750.0,27.700000762939453,159.00636291503906,4.25,38.678287506103516,7.0968828201293945,29.345457077026367,6.279204368591309,9.49579906463623,3.3098204135894775,2.7515602111816406,1.100000023841858,2.265625,18.43859100341797,2.5114998817443848,,11.39015007019043,5.478522777557373,9.514294624328613,69.9000015258789,1836.0,5.139999866485596,11.926919937133789,3.190000057220459,3.7210800647735596,6.3466668128967285,84.91999816894531,11.999589920043945,2678218.25,33.73924255371094,4.119999885559082,56.15999984741211,7.511469841003418,41.400001525878906,16.665180206298828,6.407998085021973,96.80000305175781,5.817941188812256,2.771821975708008,24.548723220825195,14.49974536895752,12.725000381469727,2.5299999713897705,26.265554428100586,13.421121597290039,4.591771125793457,0.6000000238418579,13.194464683532715,23.950000762939453,35.47999954223633,10.6310453414917,7.473593235015869,9.653427124023438,6.612500190734863,15.93961238861084,2.809999942779541,2.0399999618530273,10.038766860961914,98.89944458007812,8.55135440826416,4.340000152587891,90.4000015258789,9.0,5.303767204284668,80.18627166748047,3.491774320602417,4.4591264724731445,2.4198436737060547,0.8199999928474426,25.534194946289062,2.237499952316284,14.099420547485352,15.554403305053711,13.097027778625488,8.51846981048584,15.800989151000977,4.044850826263428,,65.4000015258789,7.808395862579346,13.199999809265137,,,,,,,,,,,41.25,,,,,18.253002166748047,9.633999824523926,,,,
2010-01-07,11.267086029052734,15.224553108215332,1.8400325775146484,3950.0,9.508831024169922,9.863729476928711,4.699141979217529,41.5,12.618529319763184,12.573697090148926,27.760000228881836,13.720000267028809,8.024494171142578,20.68381118774414,10.581402778625488,205632000.0,59.5,7.340000152587891,7.489999771118164,2.618800163269043,11.989999771118164,18.77490234375,4.422219276428223,7.242215633392334,4.855044364929199,24.548513412475586,175.23452758789062,23.681976318359375,10.803512573242188,6800.0,7.091846942901611,70.65750885009766,3002.39990234375,27.959999084472656,3.299999952316284,7.02591609954834,15.46602725982666,15.089864730834961,3.890000104904175,4.880000114440918,105.9000015258789,5.617954730987549,23.44200325012207,18.65202522277832,4.3468523025512695,27.745210647583008,36.88999938964844,52.9900016784668,11.479999542236328,5.113333702087402,33.110836029052734,4.4854655265808105,0.6946877241134644,11.57984447479248,7.477886199951172,6.25,9.961324691772461,358.5386657714844,16.489999771118164,31.877431869506836,1.585873007774353,23.829999923706055,26.5,17.753759384155273,3.9000000953674316,1.0822967290878296,3.1380715370178223,19.05068588256836,2790828.0,3353600.0,10.399999618530273,34.5099983215332,4.547131061553955,1.7666670083999634,3.4620914459228516,5.220712184906006,15.667105674743652,6.58272123336792,5.361738204956055,2.0410144329071045,11.0,52.13889694213867,10.130000114440918,23.75,4.525111675262451,166.31680297851562,3.854926347732544,16052.3203125,212.65049743652344,31.97549819946289,12.312070846557617,2.696819305419922,4.4044718742370605,2.1497182846069336,4450.0,28.31999969482422,157.45506286621094,4.242000102996826,38.324119567871094,7.161450386047363,29.72960090637207,6.429574966430664,9.53943920135498,3.361266851425171,2.766636610031128,1.0499999523162842,2.252500057220459,18.29263687133789,2.3168818950653076,,11.21257495880127,5.448379993438721,9.569243431091309,68.8499984741211,2016.0,5.260000228881836,12.038984298706055,3.190000057220459,4.03516960144043,6.5155558586120605,84.1500015258789,12.058895111083984,2649515.25,33.886070251464844,4.130000114440918,55.20000076293945,7.699664115905762,41.599998474121094,16.486942291259766,6.508046627044678,111.0999984741211,5.858776569366455,2.7830657958984375,24.99604034423828,14.734527587890625,12.744999885559082,2.5999999046325684,26.58185386657715,13.402177810668945,4.599436283111572,0.6000000238418579,13.162580490112305,23.889999389648438,36.20000076293945,10.097748756408691,7.56864595413208,10.098419189453125,6.5,16.439998626708984,2.869999885559082,2.0799999237060547,9.878618240356445,100.67041015625,8.330833435058594,4.360000133514404,89.5999984741211,9.039999961853027,5.1990885734558105,78.97021484375,3.4360969066619873,4.44807243347168,2.441572666168213,0.8199999928474426,25.52217674255371,2.302500009536743,13.903470039367676,15.549955368041992,13.369619369506836,8.358095169067383,15.87216854095459,3.443929672241211,,65.30000305175781,7.90933895111084,13.239999771118164,,,,,,,,,,,40.4630012512207,,,,,18.55234718322754,9.24899959564209,,,,
2010-01-08,11.316615104675293,15.208024024963379,1.8668509721755981,3910.0,9.512813568115234,9.487541198730469,4.7762932777404785,40.66999816894531,12.793633460998535,12.627685546875,29.3700008392334,14.140000343322754,8.033226013183594,20.99488639831543,10.544493675231934,215730000.0,59.5,7.539999961853027,7.849999904632568,2.677851915359497,11.34000015258789,18.757919311523438,4.402557373046875,7.313217639923096,4.849130153656006,24.747745513916016,175.83489990234375,24.005773544311523,11.219922065734863,6800.0,6.999316692352295,80.07850646972656,2959.199951171875,27.239999771118164,3.359999895095825,7.083369731903076,15.46602725982666,15.195629119873047,4.179999828338623,4.949999809265137,108.44999694824219,5.634006023406982,23.040691375732422,18.716747283935547,4.272290229797363,28.299083709716797,36.689998626708984,54.08000183105469,11.640000343322754,5.113333702087402,33.0387077331543,4.557812690734863,0.7218853831291199,11.579028129577637,7.477886199951172,6.340000152587891,10.052046775817871,361.4300842285156,16.780000686645508,32.2470817565918,1.6430556774139404,23.93000030517578,26.190000534057617,17.771509170532227,3.9000000953674316,1.0468875169754028,2.946300983428955,18.87979507446289,2792969.75,3488000.0,10.5,37.11000061035156,4.560356616973877,1.6666669845581055,3.4836366176605225,5.289406776428223,15.614239692687988,6.600687503814697,5.417978286743164,2.1730806827545166,11.109999656677246,53.672401428222656,10.010000228881836,23.899999618530273,4.59069299697876,165.00367736816406,4.0522780418396,16101.1103515625,212.7292022705078,31.674951553344727,12.31818962097168,2.696819305419922,4.43217134475708,2.1601433753967285,4250.0,28.260000228881836,167.53836059570312,4.234000205993652,38.66465377807617,7.287776947021484,29.72960090637207,6.529824256896973,9.565620422363281,3.4298667907714844,2.7817137241363525,1.1399999856948853,2.2593750953674316,20.092710494995117,2.3168818950653076,,11.358438491821289,5.470986843109131,9.553543090820312,70.5,2208.0,5.449999809265137,11.366595268249512,3.190000057220459,4.449592590332031,6.373332977294922,82.61000061035156,12.286234855651855,2687914.0,33.41066360473633,4.130000114440918,59.040000915527344,7.936957359313965,40.20000076293945,16.53150749206543,6.455637454986572,118.80000305175781,5.871672630310059,2.7774429321289062,24.790273666381836,14.783102989196777,12.845000267028809,2.5199999809265137,26.885494232177734,13.487425804138184,4.630100250244141,0.6299999952316284,13.176249504089355,23.940000534057617,37.209999084472656,9.993083000183105,7.847865104675293,9.718023300170898,6.676000118255615,16.327003479003906,2.880000114440918,2.109999895095825,9.693181037902832,100.94285583496094,8.330833435058594,4.409999847412109,96.80000305175781,8.960000038146973,5.190365314483643,78.5574722290039,3.4281418323516846,4.514405250549316,2.4388556480407715,0.8199999928474426,25.486122131347656,2.259999990463257,14.197394371032715,15.647697448730469,13.325246810913086,8.231287002563477,15.95628547668457,3.4153149127960205,,65.45999908447266,7.915276050567627,13.100000381469727,,,,,,,,,,,40.426998138427734,,,,,18.492013931274414,9.5,,,,
2010-01-11,11.151529312133789,15.298944473266602,1.8996294736862183,4650.0,9.48493766784668,9.306967735290527,4.79032039642334,41.83000183105469,13.047809600830078,12.85443115234375,29.520000457763672,14.0,8.024494171142578,20.90439224243164,10.802871704101562,205632000.0,60.0,7.690000057220459,8.170000076293945,2.677851915359497,11.470000267028809,18.71828269958496,4.388024806976318,7.114412307739258,4.825475215911865,24.305021286010742,176.43527221679688,24.472623825073242,11.46668529510498,6850.0,6.982788562774658,84.78900909423828,2844.0,27.719999313354492,3.4000000953674316,7.062851905822754,14.967400550842285,16.28860092163086,4.150000095367432,5.090000152587891,111.9000015258789,5.762416839599609,22.944721221923828,18.246036529541016,4.108260154724121,28.505176544189453,36.209999084472656,53.900001525878906,11.649999618530273,5.11780309677124,33.261680603027344,4.608455181121826,0.7207522392272949,11.57984447479248,7.533753871917725,6.340000152587891,9.847918510437012,382.6340637207031,16.889999389648438,32.898834228515625,1.5744365453720093,23.299999237060547,25.56999969482422,17.63540267944336,3.9000000953674316,1.0468875169754028,3.050902843475342,18.733318328857422,2790828.0,3840000.0,10.399999618530273,35.810001373291016,4.515388488769531,1.6666669845581055,3.511810541152954,5.358100414276123,15.731728553771973,6.5970940589904785,5.431373119354248,2.0450167655944824,10.899999618530273,49.37861251831055,10.3100004196167,23.56999969482422,4.6644721031188965,166.391357421875,4.091747760772705,16930.5625,215.3857421875,31.400545120239258,12.232477188110352,2.696819305419922,4.376769542694092,2.1893346309661865,4200.0,27.829999923706055,169.47747802734375,4.236000061035156,38.834922790527344,7.147414684295654,30.113759994506836,6.425019264221191,9.44343376159668,3.4298667907714844,2.7515602111816406,1.0700000524520874,2.250624895095825,20.20947265625,2.3168818950653076,,11.085732460021973,5.380558013916016,9.52999210357666,72.9000015258789,2196.0,5.949999809265137,11.5106782913208,3.190000057220459,4.458317756652832,6.426667213439941,82.05999755859375,12.464152336120605,2678314.25,33.9489860534668,4.480000019073486,60.959999084472656,7.74876070022583,41.04999923706055,16.462196350097656,6.832019329071045,112.19999694824219,5.912506103515625,2.794309616088867,25.48808479309082,14.87215805053711,12.739999771118164,2.5299999713897705,26.758975982666016,13.0706787109375,4.645689010620117,0.6399999856948853,13.117039680480957,23.790000915527344,37.040000915527344,9.958194732666016,7.711226463317871,9.373514175415039,6.515500068664551,15.996116638183594,3.130000114440918,2.109999895095825,9.73532772064209,100.5341796875,8.521951675415039,4.400000095367432,101.5999984741211,8.904999732971191,5.120579719543457,78.7933349609375,3.5713133811950684,4.588108539581299,2.4442873001098633,0.800000011920929,25.60028076171875,2.252500057220459,14.188488960266113,15.643256187438965,13.331584930419922,8.350635528564453,15.910990715026855,3.4203648567199707,,64.5199966430664,7.832146644592285,13.270000457763672,,,,,,,,,,,40.05699920654297,,,,,18.264602661132812,9.07699966430664,,,,
2010-01-12,10.796592712402344,15.332003593444824,1.8891994953155518,4730.0,9.684033393859863,9.31449031829834,4.804347991943359,41.790000915527344,13.042162895202637,12.795042991638184,29.75,14.210000038146973,7.972102165222168,20.17477798461914,10.888999938964844,179010000.0,60.0,7.300000190734863,7.980000019073486,2.677851915359497,11.40999984741211,18.191726684570312,4.338443756103516,7.036311149597168,4.849130153656006,23.943471908569336,178.9868621826172,24.26178550720215,10.95002555847168,6850.0,6.933220386505127,91.8547592163086,2714.39990234375,27.600000381469727,3.25,7.013601779937744,14.739201545715332,16.161659240722656,4.159999847412109,5.090000152587891,107.4000015258789,5.858724117279053,22.88365364074707,18.05187225341797,3.9144039154052734,26.792034149169922,35.65999984741211,53.25,11.380000114440918,5.158031463623047,33.438724517822266,4.702504634857178,0.7071530222892761,11.498296737670898,7.916821479797363,6.199999809265137,9.829777717590332,370.58636474609375,16.75,38.103111267089844,1.5820609331130981,22.899999618530273,24.299999237060547,17.440109252929688,3.9000000953674316,1.1391829252243042,2.832981824874878,18.651941299438477,2688019.5,4032000.0,10.100000381469727,34.709999084472656,4.478355407714844,1.659999966621399,3.4770073890686035,5.15201997756958,15.70235824584961,6.636618614196777,5.337634086608887,2.1770830154418945,10.529999732971191,55.052547454833984,10.300000190734863,23.309999465942383,4.64807653427124,165.84194946289062,4.280328750610352,16198.6923828125,210.53509521484375,30.420503616333008,12.28145980834961,2.642882823944092,4.3490705490112305,2.1663990020751953,4200.0,28.559999465942383,174.51914978027344,4.171999931335449,38.16065979003906,7.153029441833496,29.896623611450195,6.356842041015625,9.146688461303711,3.4298667907714844,2.7515602111816406,1.059999942779541,2.234375,20.38461685180664,2.2242064476013184,,10.813032150268555,5.305200099945068,9.52999210357666,71.0999984741211,2200.0,5.960000038146973,10.16589641571045,3.200000047683716,4.458317756652832,6.488889217376709,81.29000091552734,11.643752098083496,2582317.25,33.42465591430664,4.269999980926514,61.91999816894531,7.585114002227783,41.5,16.323562622070312,6.784377574920654,101.19999694824219,5.899610996246338,2.7661983966827393,25.76541519165039,15.220281600952148,12.539999961853027,2.5199999809265137,26.16434097290039,12.65392780303955,4.669074535369873,0.6200000047683716,13.340211868286133,23.459999084472656,37.060001373291016,9.868480682373047,7.461714267730713,9.344806671142578,6.367499828338623,16.15752601623535,3.009999990463257,2.059999942779541,9.76904010772705,100.5341796875,8.453347206115723,4.510000228881836,96.0,8.779999732971191,4.832708835601807,77.59935760498047,3.404280662536621,4.588108539581299,2.4388556480407715,0.800000011920929,25.420040130615234,2.365000009536743,13.796587944030762,15.692129135131836,13.375962257385254,8.339447975158691,15.65864086151123,3.4961109161376953,,63.220001220703125,7.671823024749756,12.819999694824219,,,,,,,,,,,38.64899826049805,,,,,18.046476364135742,9.956999778747559,,,,
2010-01-13,11.126769065856934,15.381755828857422,1.887709617614746,4350.0,9.855257987976074,9.194110870361328,4.979690074920654,42.720001220703125,13.059109687805176,13.094673156738281,30.309999465942383,14.069999694824219,8.033226013183594,20.412328720092773,11.01203727722168,180846000.0,60.5,7.480000019073486,8.130000114440918,2.6804189682006836,11.430000305175781,18.33893585205078,4.482914924621582,7.178313255310059,4.825475215911865,24.8879337310791,172.60787963867188,24.231670379638672,11.004010200500488,6850.0,7.048882961273193,123.650634765625,2836.800048828125,27.600000381469727,3.299999952316284,7.021812438964844,15.127969741821289,16.852697372436523,4.199999809265137,5.110000133514404,110.0999984741211,5.858724117279053,23.380939483642578,18.09946632385254,4.003875255584717,26.95304298400879,36.279998779296875,54.08000183105469,11.270000457763672,5.095456123352051,34.042076110839844,4.702504634857178,0.7207522392272949,11.57984447479248,8.204127311706543,6.389999866485596,9.893280982971191,361.4300842285156,16.790000915527344,39.4066162109375,1.585873007774353,23.209999084472656,24.670000076293945,17.38684844970703,3.819999933242798,1.0776782035827637,2.9201500415802,18.92048454284668,2698728.5,3904000.0,10.300000190734863,34.0,4.602680206298828,1.6399999856948853,3.6046183109283447,5.564180850982666,15.843348503112793,6.715670585632324,5.388521194458008,2.1770830154418945,12.859999656677246,51.98555374145508,10.850000381469727,23.229999542236328,4.713658332824707,166.68939208984375,4.1663031578063965,16491.44140625,210.84994506835938,30.799449920654297,12.250846862792969,2.7267842292785645,4.498654365539551,2.2977590560913086,3500.0,28.989999771118164,172.19224548339844,4.1519999504089355,38.50120162963867,7.178295135498047,30.314184188842773,6.140342712402344,8.945951461791992,3.4298667907714844,2.7515602111816406,1.100000023841858,2.2168750762939453,21.23113441467285,2.1778688430786133,,10.584724426269531,5.463450908660889,9.506444931030273,70.94999694824219,2200.0,5.909999847412109,10.133879661560059,3.430000066757202,4.388519763946533,6.631111145019531,80.95999908447266,11.930397987365723,2428722.25,33.662353515625,4.389999866485596,62.400001525878906,7.675114631652832,44.5,16.130470275878906,6.7081499099731445,102.30000305175781,5.981281757354736,2.788686990737915,25.228635787963867,15.446956634521484,12.675000190734863,2.549999952316284,26.32038116455078,12.862303733825684,4.692457675933838,0.6399999856948853,13.312880516052246,23.440000534057617,37.86000061035156,9.793719291687012,7.4795331954956055,9.567300796508789,6.45550012588501,16.35121726989746,3.0399999618530273,2.059999942779541,9.73532772064209,100.80660247802734,8.453347206115723,4.610000133514404,95.19999694824219,8.800000190734863,4.9984517097473145,78.72697448730469,3.491774320602417,4.584425926208496,2.4388556480407715,0.800000011920929,25.606285095214844,2.305000066757202,13.199836730957031,15.789867401123047,13.775337219238281,8.440149307250977,15.943346977233887,3.4994773864746094,,65.54000091552734,7.808395862579346,12.9399995803833,,,,,,,,,,,43.948001861572266,,,,,18.308692932128906,9.809000015258789,,,,
2010-01-14,11.399154663085938,16.045120239257812,1.8832402229309082,4750.0,10.026482582092285,9.329541206359863,4.979690074920654,41.29999923706055,13.081696510314941,13.332222938537598,29.920000076293945,14.350000381469727,8.033226013183594,19.795825958251953,10.938214302062988,176256000.0,61.0,7.590000152587891,7.96999979019165,2.6444740295410156,11.25,18.231355667114258,4.449575424194336,7.327419281005859,4.860959529876709,24.82891273498535,171.63226318359375,24.21660614013672,11.06569766998291,7450.0,7.019142150878906,116.58488464355469,2829.60009765625,27.84000015258789,3.2899999618530273,7.001293182373047,14.6969575881958,17.240520477294922,4.199999809265137,5.289999961853027,109.6500015258789,5.858724117279053,23.5379695892334,18.634950637817383,4.167906761169434,26.759838104248047,35.900001525878906,54.36000061035156,11.069999694824219,5.149091720581055,33.89124298095703,4.7676167488098145,0.708286464214325,11.57984447479248,9.026138305664062,6.320000171661377,9.997611999511719,361.4300842285156,16.799999237060547,37.96692657470703,1.5782488584518433,24.579999923706055,24.5,17.51112174987793,3.950000047683716,1.1238644123077393,3.1816561222076416,19.06696891784668,2703011.25,4448000.0,10.100000381469727,33.86000061035156,4.552420616149902,1.5733330249786377,3.5880467891693115,5.97634220123291,15.87859058380127,6.748007297515869,5.423336029052734,2.057023048400879,12.34000015258789,51.98555374145508,11.0600004196167,23.170000076293945,4.623483657836914,167.62063598632812,4.341726779937744,16247.484375,205.4089813232422,30.133020401000977,12.091665267944336,2.702812433242798,4.376769542694092,2.3206946849823,3750.0,28.530000686645508,172.19224548339844,4.249000072479248,38.24919128417969,7.265318870544434,30.539653778076172,6.00675630569458,9.146688461303711,3.4813148975372314,2.9098687171936035,1.0499999523162842,2.233750104904175,21.873327255249023,2.1037285327911377,,10.65447998046875,5.4408440589904785,9.522143363952637,71.55000305175781,2228.0,5.940000057220459,9.973786354064941,3.4000000953674316,4.475765705108643,6.622221946716309,81.29000091552734,11.871092796325684,2433522.25,33.32677459716797,4.340000152587891,62.400001525878906,7.642388343811035,51.849998474121094,16.3978271484375,6.736733436584473,103.4000015258789,5.966238021850586,2.839289426803589,25.497028350830078,15.916522026062012,12.675000190734863,2.5299999713897705,26.349897384643555,12.909659385681152,4.692457675933838,0.75,13.262782096862793,23.540000915527344,38.2599983215332,9.793719291687012,7.461714267730713,10.55058765411377,6.367499828338623,16.795106887817383,3.0,2.0399999618530273,9.625750541687012,100.12547302246094,8.330833435058594,4.690000057220459,92.80000305175781,8.795000076293945,4.928666114807129,79.15447235107422,3.491774320602417,4.606535911560059,2.4497177600860596,0.8500000238418579,25.534194946289062,2.305000066757202,13.529387474060059,15.763211250305176,13.990875244140625,8.391661643981934,16.143936157226562,3.4506633281707764,,66.5199966430664,7.939028263092041,12.699999809265137,,,,,,,,,,,46.42300033569336,,,,,18.076642990112305,9.906999588012695,,,,
